ministry,unitCode,legacyReference,name,parentUnitCode,unitType,department,isVirtual
HOME,Srisailam Circle,2027220,Srisailam Circle,Atmakur SDPO(NDL),Circle,L&O,FALSE
HOME,Banaganapalli Circle,2027224,Banaganapalli Circle,Atmakur SDPO(NDL),Circle,L&O,FALSE
HOME,Peapully Circle,2027222,Peapully Circle,Dhone SDPO,Circle,L&O,FALSE
HOME,Nandyal Rural Circle,2027216,Nandyal Rural Circle,Dhone SDPO,Circle,L&O,FALSE
HOME,Panyam Circle,2027217,Panyam Circle,Nandyal SDPO,Circle,L&O,FALSE
HOME,Dachepalli UPS Circle,2063205,Dachepalli UPS Circle,Nandyal SDPO,Circle,L&O,FALSE
HOME,Karempudi Circle,2063204,Karempudi Circle,Gurazala SDPO,Circle,L&O,FALSE
HOME,Macherla Rural Circle,2019209,Macherla Rural Circle,Gurazala SDPO,Circle,L&O,FALSE
HOME,Chilakaluripet Rural Circle,2019210,Chilakaluripet Rural Circle,Gurazala SDPO,Circle,L&O,FALSE
HOME,Narsaraopet I Town UPS Circle,2063206,Narsaraopet I Town UPS Circle,Narsaraopet SDPO,Circle,L&O,FALSE
HOME,Narsaraopet Rural  Circle,2019211,Narsaraopet Rural  Circle,Narsaraopet SDPO,Circle,L&O,FALSE
HOME,Vinukonda Rural Circle,2019212,Vinukonda Rural Circle,Narsaraopet SDPO,Circle,L&O,FALSE
HOME,Pedakurapadu Circle,2063201,Pedakurapadu Circle,Narsaraopet SDPO,Circle,L&O,FALSE
HOME,Sattenapalli Rural Circle,2019214,Sattenapalli Rural Circle,Sattenapalli SDPO,Circle,L&O,FALSE
HOME,Chinamerangi Circle,2061203,Chinamerangi Circle,Sattenapalli SDPO,Circle,L&O,FALSE
HOME,Elwinpeta Circle,2037209,Elwinpeta Circle,Palakonda SDPO,Circle,L&O,FALSE
HOME,Palakonda Circle,2034208,Palakonda Circle,Palakonda SDPO,Circle,L&O,FALSE
HOME,Parvathipuram Rural Circle,2037208,Parvathipuram Rural Circle,Palakonda SDPO,Circle,L&O,FALSE
HOME,Parvathipuram Town UPS Circle,2061204,Parvathipuram Town UPS Circle,Parvathipuram SDPO,Circle,L&O,FALSE
HOME,Salur Rural Circle,2061201,Salur Rural Circle,Parvathipuram SDPO,Circle,L&O,FALSE
HOME,Tripuranthakam Circle,2033223,Tripuranthakam Circle,Parvathipuram SDPO,Circle,L&O,FALSE
HOME,Kanigiri Circle,2033206,Kanigiri Circle,Markapur SDPO,Circle,L&O,FALSE
HOME,Kondepi Circle,2033222,Kondepi Circle,Kanigiri SDPO,Circle,L&O,FALSE
HOME,Pamur Circle,2033207,Pamur Circle,Kandukur SDPO,Circle,L&O,FALSE
HOME,Cumbum Circle,2033224,Cumbum Circle,Kanigiri SDPO,Circle,L&O,FALSE
HOME,Giddalur Circle,2033209,Giddalur Circle,Markapur SDPO,Circle,L&O,FALSE
HOME,Markapur Circle,2033208,Markapur Circle,Markapur SDPO,Circle,L&O,FALSE
HOME,Yerragondapalem Circle,2033210,Yerragondapalem Circle,Markapur SDPO,Circle,L&O,FALSE
HOME,Ongole II Town UPS Circle,2033225,Ongole II Town UPS Circle,Markapur SDPO,Circle,L&O,FALSE
HOME,Ongole Rural Circle,2033212,Ongole Rural Circle,Ongole SDPO,Circle,L&O,FALSE
HOME,Singarayakonda Circle,2033213,Singarayakonda Circle,Ongole SDPO,Circle,L&O,FALSE
HOME,Darsi Circle,2033202,Darsi Circle,Ongole SDPO,Circle,L&O,FALSE
HOME,Podili Circle,2033203,Podili Circle,Darsi SDPO,Circle,L&O,FALSE
HOME,Sangam Circle,2031225,Sangam Circle,Kanigiri SDPO,Circle,L&O,FALSE
HOME,Atmakur Circle(NLR),2031215,Atmakur Circle,Atmakur SDPO(NLR),Circle,L&O,FALSE
HOME,Rapur Circle,2031224,Rapur Circle,Atmakur SDPO(NLR),Circle,L&O,FALSE
HOME,Gudlur Circle,2031219,Gudlur Circle,Atmakur SDPO(NLR),Circle,L&O,FALSE
HOME,Kandukur Circle,2033205,Kandukur Circle,Kandukur SDPO,Circle,L&O,FALSE
HOME,Kaligiri Circle,2031213,Kaligiri Circle,Kandukur SDPO,Circle,L&O,FALSE
HOME,Kavali Rural Circle,2031212,Kavali Rural Circle,Kavali SDPO,Circle,L&O,FALSE
HOME,Udayagiri Circle,2031214,Udayagiri Circle,Kavali SDPO,Circle,L&O,FALSE
HOME,B. Palem Circle,2031206,B. Palem Circle,Kavali SDPO,Circle,L&O,FALSE
HOME,Kovur Circle,2031205,Kovur Circle,Nellore Rural SDPO,Circle,L&O,FALSE
HOME,Krishnapatnam Port Circle,2031204,Krishnapatnam Port Circle,Nellore Rural SDPO,Circle,L&O,FALSE
HOME,Podalakur Circle,2031216,Podalakur Circle,Nellore Rural SDPO,Circle,L&O,FALSE
HOME,Dharmavaram Rural Circle,2012203,Dharmavaram Rural Circle,Nellore Rural SDPO,Circle,L&O,FALSE
HOME,Mudigubba Circle,2012220,Mudigubba Circle,Dharmavaram SDPO,Circle,L&O,FALSE
HOME,Ramagiri Circle,2012204,Ramagiri Circle,Dharmavaram SDPO,Circle,L&O,FALSE
HOME,Hindupur Rural Circle,2012211,Hindupur Rural Circle,Dharmavaram SDPO,Circle,L&O,FALSE
HOME,Kadiri Rural Circle,2012209,Kadiri Rural Circle,Hindupur SDPO,Circle,L&O,FALSE
HOME,Madakasira Circle,2012213,Madakasira Circle,Kadiri SDPO,Circle,L&O,FALSE
HOME,Penukonda Circle,2012214,Penukonda Circle,Penukonda SDPO,Circle,L&O,FALSE
HOME,Nallamada Circle,2012210,Nallamada Circle,Penukonda SDPO,Circle,L&O,FALSE
HOME,Puttaparthi Rural Circle,2012216,Puttaparthi Rural Circle,Puttaparthi SDPO,Circle,L&O,FALSE
HOME,Itchapuram Circle,2034203,Itchapuram Circle,Puttaparthi SDPO,Circle,L&O,FALSE
HOME,Kasibugga Rural Circle,2034204,Kasibugga Rural Circle,Kasibugga SDPO,Circle,L&O,FALSE
HOME,Sompeta Circle,2034205,Sompeta Circle,Kasibugga SDPO,Circle,L&O,FALSE
HOME,Amadalavalasa Circle,2034212,Amadalavalasa Circle,Kasibugga SDPO,Circle,L&O,FALSE
HOME,J.R.Puram Circle,2034200,J.R.Puram Circle,Srikakulam SDPO,Circle,L&O,FALSE
HOME,Srikakulam Rural Circle,2034202,Srikakulam Rural Circle,Srikakulam SDPO,Circle,L&O,FALSE
HOME,Kothuru Circle,2034207,Kothuru Circle,Srikakulam SDPO,Circle,L&O,FALSE
HOME,Narasannapeta Circle,2034201,Narasannapeta Circle,Tekkali SDPO,Circle,L&O,FALSE
HOME,Pathapatnam Circle,2034209,Pathapatnam Circle,Tekkali SDPO,Circle,L&O,FALSE
HOME,Tekkali Circle,2034206,Tekkali Circle,Tekkali SDPO,Circle,L&O,FALSE
HOME,Naidupet Rural Circle,2031209,Naidupet Rural Circle,Tekkali SDPO,Circle,L&O,FALSE
HOME,Sullurpet Circle,2031210,Sullurpet Circle,Naidupet SDPO,Circle,L&O,FALSE
HOME,Gudur Rural Circle,2031207,Gudur Rural Circle,Naidupet SDPO,Circle,L&O,FALSE
HOME,Vakadu Circle,2031211,Vakadu Circle,Gudur SDPO,Circle,L&O,FALSE
HOME,Venkatagiri Circle,2031208,Venkatagiri Circle,Naidupet SDPO,Circle,L&O,FALSE
HOME,Renigunta  Rural Circle,2045221,Renigunta  Rural Circle,Naidupet SDPO,Circle,L&O,FALSE
HOME,Puttur Rural Circle,2045229,Puttur Rural Circle,Renigunta SDPO,Circle,L&O,FALSE
HOME,Bn Kandriga Circle,2045225,Bn Kandriga Circle,Puttur SDPO,Circle,L&O,FALSE
HOME,Satyavedu Circle,2014220,Satyavedu Circle,Srikalahasti SDPO,Circle,L&O,FALSE
HOME,Chandragiri UPS,2045228,Chandragiri UPS,Puttur SDPO,Circle,L&O,FALSE
HOME,Bhakrapet Circle,2045227,Bhakrapet Circle,Chandragiri SDPO,Circle,L&O,FALSE
HOME,Bobbili Rural Circle,2037205,Bobbili Rural Circle,Chandragiri SDPO,Circle,L&O,FALSE
HOME,Bobbili Town UPS Circle,2037215,Bobbili Town UPS Circle,Bobbili SDPO,Circle,L&O,FALSE
HOME,Gajapathinagaram Circle,2037207,Gajapathinagaram Circle,Bobbili SDPO,Circle,L&O,FALSE
HOME,Cheepurupalli Circle,2037206,Cheepurupalli Circle,Bobbili SDPO,Circle,L&O,FALSE
HOME,Rajam Rural Circle,2034210,Rajam Rural Circle,Cheepurupalli SDPO,Circle,L&O,FALSE
HOME,Bhogapuram Circle,2037203,Bhogapuram Circle,Cheepurupalli SDPO,Circle,L&O,FALSE
HOME,S.Kota Circle,2037204,S.Kota Circle,Vizianagaram SDPO,Circle,L&O,FALSE
HOME,Vizianagaram Rural  Circle,2037202,Vizianagaram Rural  Circle,Vizianagaram SDPO,Circle,L&O,FALSE
HOME,Akivedu Circle,2018220,Akivedu Circle,Vizianagaram SDPO,Circle,L&O,FALSE
HOME,Bhimavaram Rural Circle,2018214,Bhimavaram Rural Circle,Bhimavaram SDPO,Circle,L&O,FALSE
HOME,Tadepalligudem Rural Circle,2018219,Tadepalligudem Rural Circle,Bhimavaram SDPO,Circle,L&O,FALSE
HOME,Tadepalligudem Town UPS Circle,2018223,Tadepalligudem Town UPS Circle,Tadepalligudem SDPO,Circle,L&O,FALSE
HOME,Narasapuram Rural Circle,2018222,Narasapuram Rural Circle,Tadepalligudem SDPO,Circle,L&O,FALSE
HOME,Palakollu Rural Circle,2018217,Palakollu Rural Circle,Narasapuram SDPO,Circle,L&O,FALSE
HOME,Penugonda Circle,2018215,Penugonda Circle,Narasapuram SDPO,Circle,L&O,FALSE
HOME,Tanuku Rural Circle,2018221,Tanuku Rural Circle,Narasapuram SDPO,Circle,L&O,FALSE
HOME,Tanuku Town UPS Circle,2018224,Tanuku Town UPS Circle,Tadepalligudem SDPO,Circle,L&O,FALSE
HOME,Jammalamadugu Rural Circle,2016204,Jammalamadugu Rural Circle,Tadepalligudem SDPO,Circle,L&O,FALSE
HOME,Kondapuram Circle,2016205,Kondapuram Circle,Jammalamadugu SDPO,Circle,L&O,FALSE
HOME,Kadapa Rural Circle,2016202,Kadapa Rural Circle,Jammalamadugu SDPO,Circle,L&O,FALSE
HOME,Kamalapuram Circle,2016228,Kamalapuram Circle,Kadapa SDPO,Circle,L&O,FALSE
HOME,Vontimitta Circle,2016216,Vontimitta Circle,Kadapa SDPO,Circle,L&O,FALSE
HOME,Badvel Rural Circle,2016206,Badvel Rural Circle,Rajampet SDPO,Circle,L&O,FALSE
HOME,Mydukur Rural Circle,2016207,Mydukur Rural Circle,Mydukur SDPO,Circle,L&O,FALSE
HOME,Porumamilla Circle,2016208,Porumamilla Circle,Mydukur SDPO,Circle,L&O,FALSE
HOME,Proddatur Rural Circle,2016209,Proddatur Rural Circle,Mydukur SDPO,Circle,L&O,FALSE
HOME,Pulivendula Rural Circle,2016222,Pulivendula Rural Circle,Proddatur SDPO,Circle,L&O,FALSE
HOME,RK Valley Circle,2016223,RK Valley Circle,Pulivendula SDPO,Circle,L&O,FALSE
HOME,Prathipadu Circle,2017209,Prathipadu Circle,Pulivendula SDPO,Circle,L&O,FALSE
HOME,Annavaram PS,2035071,Annavaram PS,Peddapuram SDPO,PS,L&O,FALSE
HOME,Chinthapalli PS,2035007,Chinthapalli PS,Chintapalli Circle,PS,L&O,FALSE
HOME,Gudemkothaveedi (G.K.Veedhi) PS,2035019,Gudemkothaveedi (G.K.Veedhi) PS,Chintapalli Circle,PS,L&O,FALSE
HOME,Sileru PS,2035047,Sileru PS,G. K. Veedhi Circle,PS,L&O,FALSE
HOME,Koyyuru PS,2035033,Koyyuru PS,G. K. Veedhi Circle,PS,L&O,FALSE
HOME,Mampa PS,2035050,Mampa PS,Koyyuru Circle,PS,L&O,FALSE
HOME,Chintoor PS,2017100,Chintoor PS,Koyyuru Circle,PS,L&O,FALSE
HOME,Donkarai PS,2017019,Donkarai PS,Chintoor Circle,PS,L&O,FALSE
HOME,Moothugudem PS,2017102,Moothugudem PS,Chintoor Circle,PS,L&O,FALSE
HOME,Kunavaram PS,2017099,Kunavaram PS,Chintoor Circle,PS,L&O,FALSE
HOME,Vara Ramachandrapuram PS,2017101,Vara Ramachandrapuram PS,Yetapaka Circle,PS,L&O,FALSE
HOME,Yetapaka PS,2017098,Yetapaka PS,Yetapaka Circle,PS,L&O,FALSE
HOME,Anantagiri PS,2035066,Anantagiri PS,Yetapaka Circle,PS,L&O,FALSE
HOME,Araku PS,2035002,Araku PS,Araku Circle,PS,L&O,FALSE
HOME,Dumbriguda PS,2035011,Dumbriguda PS,Araku Circle,PS,L&O,FALSE
HOME,Gangaraju Madugula(G.Madugula) PS,2035017,Gangaraju Madugula(G.Madugula) PS,Araku Circle,PS,L&O,FALSE
HOME,Munchingiput PS,2035049,Munchingiput PS,G. Madugula Circle,PS,L&O,FALSE
HOME,Pedabayalu PS,2035043,Pedabayalu PS,G. Madugula Circle,PS,L&O,FALSE
HOME,Hukumpeta PS,2035021,Hukumpeta PS,G. Madugula Circle,PS,L&O,FALSE
HOME,Paderu UPS,2035039,Paderu UPS,Paderu Circle,PS,L&O,FALSE
HOME,Addateegala PS,2017001,Addateegala PS,Paderu SDPO,PS,L&O,FALSE
HOME,Dutcherthi PS,2017022,Dutcherthi PS,Addateegala Circle,PS,L&O,FALSE
HOME,Gangavaram PS,2017028,Gangavaram PS,Addateegala Circle,PS,L&O,FALSE
HOME,Y. Ramavaram PS,2017079,Y. Ramavaram PS,Addateegala Circle,PS,L&O,FALSE
HOME,Gurthedu PS,2017092,Gurthedu PS,Addateegala Circle,PS,L&O,FALSE
HOME,Maredumilli PS,2017043,Maredumilli PS,Maredumilli Circle,PS,L&O,FALSE
HOME,Jaddangi PS,2017090,Jaddangi PS,Maredumilli Circle,PS,L&O,FALSE
HOME,Rajavommangi PS,2017056,Rajavommangi PS,Rajavommangi Circle,PS,L&O,FALSE
HOME,Devipatnam PS,2017018,Devipatnam PS,Rajavommangi Circle,PS,L&O,FALSE
HOME,Rampachodavaram PS,2017058,Rampachodavaram PS,Rampachodavaram Circle,PS,L&O,FALSE
HOME,Anakapalli Rural PS,2035070,Anakapalli Rural PS,Rampachodavaram Circle,PS,L&O,FALSE
HOME,Anakapalli Traffic PS,2035022,Anakapalli Traffic PS,Anakapalli Rural Circle,PS,L&O,FALSE
HOME,A.Koduru PS,2035029,A.Koduru PS,Anakapalli Town UPS Circle,PS,L&O,FALSE
HOME,Cheedikada PS,2035009,Cheedikada PS,K.Kotapadu Circle,PS,L&O,FALSE
HOME,Devarapalli PS,2035010,Devarapalli PS,K.Kotapadu Circle,PS,L&O,FALSE
HOME,K.Kotapadu PS,2035031,K.Kotapadu PS,K.Kotapadu Circle,PS,L&O,FALSE
HOME,V.Madugula PS,2035054,V.Madugula PS,K.Kotapadu Circle,PS,L&O,FALSE
HOME,Butchiyyapeta PS,2035005,Butchiyyapeta PS,K.Kotapadu Circle,PS,L&O,FALSE
HOME,Kothakota PS,2035030,Kothakota PS,Kothakota Circle,PS,L&O,FALSE
HOME,Ravikamatham PS,2035045,Ravikamatham PS,Kothakota Circle,PS,L&O,FALSE
HOME,Rolugunta PS,2035046,Rolugunta PS,Kothakota Circle,PS,L&O,FALSE
HOME,Kotavurtla PS,2035032,Kotavurtla PS,Kothakota Circle,PS,L&O,FALSE
HOME,S.Rayavaram PS,2035052,S.Rayavaram PS,Nakkapalli Circle,PS,L&O,FALSE
HOME,Golugonda PS,2035051,Golugonda PS,Nakkapalli Circle,PS,L&O,FALSE
HOME,K.D.Peta PS,2035028,K.D.Peta PS,Narsipatnam Rural Circle,PS,L&O,FALSE
HOME,Makavarapalem PS,2035053,Makavarapalem PS,Narsipatnam Rural Circle,PS,L&O,FALSE
HOME,Narsipatnam Rural PS,2035038,Narsipatnam Rural PS,Narsipatnam Rural Circle,PS,L&O,FALSE
HOME,Nathavaram PS,2035023,Nathavaram PS,Narsipatnam Rural Circle,PS,L&O,FALSE
HOME,Munagapaka PS,2035068,Munagapaka PS,Narsipatnam Rural Circle,PS,L&O,FALSE
HOME,Yelamanchili Rural PS,2035064,Yelamanchili Rural PS,Yellamanchili Circle,PS,L&O,FALSE
HOME,Yelamanchili Town PS,2035065,Yelamanchili Town PS,Yellamanchili Circle,PS,L&O,FALSE
HOME,Yelamanchili Traffic PS,2035003,Yelamanchili Traffic PS,Yellamanchili Circle,PS,L&O,FALSE
HOME,Atmakur PS,2012005,Atmakur PS,Yellamanchili Circle,PS,L&O,FALSE
HOME,Itukalapalli PS,2012028,Itukalapalli PS,Itukalapalli Circle,PS,L&O,FALSE
HOME,Rapthadu PS,2012061,Rapthadu PS,Itukalapalli Circle,PS,L&O,FALSE
HOME,Garladinne PS,2012016,Garladinne PS,Itukalapalli Circle,PS,L&O,FALSE
HOME,Narpala PS,2012063,Narpala PS,Singanamala Circle,PS,L&O,FALSE
HOME,Singanamala PS,2012064,Singanamala PS,Singanamala Circle,PS,L&O,FALSE
HOME,Guntakal Rural PS,2012034,Guntakal Rural PS,Singanamala Circle,PS,L&O,FALSE
HOME,Kasapuram PS,2012035,Kasapuram PS,Guntakal Rural  Circle,PS,L&O,FALSE
HOME,Kuderu PS,2012087,Kuderu PS,Guntakal Rural  Circle,PS,L&O,FALSE
HOME,Palthur PS,2012049,Palthur PS,Uravakonda Rural Circle,PS,L&O,FALSE
HOME,Vajrakarur PS,2012078,Vajrakarur PS,Uravakonda Rural Circle,PS,L&O,FALSE
HOME,Vidapanakal PS,2012079,Vidapanakal PS,Uravakonda Rural Circle,PS,L&O,FALSE
HOME,Beluguppa PS,2012008,Beluguppa PS,Uravakonda Rural Circle,PS,L&O,FALSE
HOME,Brahamasamudram PS,2012084,Brahamasamudram PS,Uravakonda Rural Circle,PS,L&O,FALSE
HOME,Kalyandurg Rural PS,2012047,Kalyandurg Rural PS,Kalyandurg Rural Circle,PS,L&O,FALSE
HOME,Kambadur PS,2012032,Kambadur PS,Kalyandurg Rural Circle,PS,L&O,FALSE
HOME,Kundurpi PS,2012088,Kundurpi PS,Kalyandurg Rural Circle,PS,L&O,FALSE
HOME,Settur PS,2012062,Settur PS,Kalyandurg Rural Circle,PS,L&O,FALSE
HOME,Bommanahal PS,2012009,Bommanahal PS,Kalyandurg Rural Circle,PS,L&O,FALSE
HOME,D.Hirehal PS,2012026,D.Hirehal PS,Rayadurg Rural Circle,PS,L&O,FALSE
HOME,Gummagatta PS,2012023,Gummagatta PS,Rayadurg Rural Circle,PS,L&O,FALSE
HOME,Kanekal PS,2012033,Kanekal PS,Rayadurg Rural Circle,PS,L&O,FALSE
HOME,Peddapappur PS,2012092,Peddapappur PS,Rayadurg Rural Circle,PS,L&O,FALSE
HOME,Peddavadugur PS,2012070,Peddavadugur PS,Peddavadugur Circle,PS,L&O,FALSE
HOME,Yadiki PS,2012082,Yadiki PS,Peddavadugur Circle,PS,L&O,FALSE
HOME,Putlur PS,2012056,Putlur PS,Yadiki Rural Circle,PS,L&O,FALSE
HOME,Yellanur PS,2012083,Yellanur PS,Putlur Circle,PS,L&O,FALSE
HOME,Mudiveedu PS,2014027,Mudiveedu PS,Putlur Circle,PS,L&O,FALSE
HOME,Nimmanapalle PS,2014032,Nimmanapalle PS,Madanapalle Rural Circle,PS,L&O,FALSE
HOME,Ramasamudram PS,2014075,Ramasamudram PS,Madanapalle Rural Circle,PS,L&O,FALSE
HOME,Mulakalacheruvu PS,2014028,Mulakalacheruvu PS,Madanapalle Rural Circle,PS,L&O,FALSE
HOME,P.T.Samudram (PTM) PS,2014040,P.T.Samudram (PTM) PS,Molakalacheruvu Circle,PS,L&O,FALSE
HOME,Peddamandayam PS,2014071,Peddamandayam PS,Molakalacheruvu Circle,PS,L&O,FALSE
HOME,Thamballapalli PS,2014055,Thamballapalli PS,Molakalacheruvu Circle,PS,L&O,FALSE
HOME,Chitvel PS,2016008,Chitvel PS,Molakalacheruvu Circle,PS,L&O,FALSE
HOME,Obulavaripalli PS,2016036,Obulavaripalli PS,Railway Kodur Rural Circle,PS,L&O,FALSE
HOME,Nandalur PS,2016034,Nandalur PS,Railway Kodur Rural Circle,PS,L&O,FALSE
HOME,Penagalur PS,2016046,Penagalur PS,Vontimitta Circle,PS,L&O,FALSE
HOME,Pullampeta PS,2016045,Pullampeta PS,Railway Kodur Rural Circle,PS,L&O,FALSE
HOME,Gurramkonda PS,2014014,Gurramkonda PS,Railway Kodur Rural Circle,PS,L&O,FALSE
HOME,K.V.Palli PS,2014019,K.V.Palli PS,Voyalpadu Circle,PS,L&O,FALSE
HOME,Kalakada PS,2014017,Kalakada PS,Kalakada Circle,PS,L&O,FALSE
HOME,Galiveedu PS,2016015,Galiveedu PS,Kalakada Circle,PS,L&O,FALSE
HOME,Lakkireddipalli PS,2016028,Lakkireddipalli PS,Lakkireddipalli Circle,PS,L&O,FALSE
HOME,Ramapuram PS,2016051,Ramapuram PS,Lakkireddipalli Circle,PS,L&O,FALSE
HOME,Chinnamandem PS,2016007,Chinnamandem PS,Lakkireddipalli Circle,PS,L&O,FALSE
HOME,Sambepalli PS,2016054,Sambepalli PS,Rayachoty Rural Circle,PS,L&O,FALSE
HOME,Voyalpad PS,2014065,Voyalpad PS,Rayachoty Rural Circle,PS,L&O,FALSE
HOME,T. Sundupalli PS,2016058,T. Sundupalli PS,Voyalpadu Circle,PS,L&O,FALSE
HOME,Veeraballi PS,2016062,Veeraballi PS,T.Sundupalli Circle,PS,L&O,FALSE
HOME,Karlapalem PS,2019079,Karlapalem PS,T.Sundupalli Circle,PS,L&O,FALSE
HOME,T. Sandole PS,2019069,T. Sandole PS,Bapatla Rural Circle,PS,L&O,FALSE
HOME,Vedullapalli PS,2019073,Vedullapalli PS,Bapatla Rural Circle,PS,L&O,FALSE
HOME,Parchur PS,2033062,Parchur PS,Bapatla Rural Circle,PS,L&O,FALSE
HOME,Yaddanapudi PS,2033096,Yaddanapudi PS,Martur Circle,PS,L&O,FALSE
HOME,Ballikurava PS,2033004,Ballikurava PS,Martur Circle,PS,L&O,FALSE
HOME,Santhamagulur PS,2033076,Santhamagulur PS,Santhamagulur Circle,PS,L&O,FALSE
HOME,J.Pangulur PS,2033030,J.Pangulur PS,Santhamagulur Circle,PS,L&O,FALSE
HOME,Korisapadu PS,2033038,Korisapadu PS,Addanki Rural Circle,PS,L&O,FALSE
HOME,Medarametla PS,2033046,Medarametla PS,Addanki Rural Circle,PS,L&O,FALSE
HOME,Chirala Rural PS,2033012,Chirala Rural PS,Addanki Rural Circle,PS,L&O,FALSE
HOME,Vetapalem PS,2033089,Vetapalem PS,Chirala Rural Circle,PS,L&O,FALSE
HOME,Chinaganjam PS,2033013,Chinaganjam PS,Chirala Rural Circle,PS,L&O,FALSE
HOME,Inkollu PS,2033027,Inkollu PS,Inkollu Circle,PS,L&O,FALSE
HOME,Karamchedu PS,2033031,Karamchedu PS,Inkollu Circle,PS,L&O,FALSE
HOME,Adavuladeevi PS,2019001,Adavuladeevi PS,Inkollu Circle,PS,L&O,FALSE
HOME,Cherukupalli PS,2019012,Cherukupalli PS,Repalle Rural Circle,PS,L&O,FALSE
HOME,Nagaram PS,2019082,Nagaram PS,Repalle Rural Circle,PS,L&O,FALSE
HOME,Nizampatnam PS,2019083,Nizampatnam PS,Repalle Rural Circle,PS,L&O,FALSE
HOME,T. Sodayapalem PS,2019070,T. Sodayapalem PS,Repalle Rural Circle,PS,L&O,FALSE
HOME,Amruthalur PS,2019005,Amruthalur PS,Repalle Rural Circle,PS,L&O,FALSE
HOME,Bhattiprole PS,2019008,Bhattiprole PS,Tsunduru Circle,PS,L&O,FALSE
HOME,Kolluru PS,2019029,Kolluru PS,Vemuru Circle,PS,L&O,FALSE
HOME,T. Sundur PS,2019071,T. Sundur PS,Vemuru Circle,PS,L&O,FALSE
HOME,Vemuru PS,2019085,Vemuru PS,Tsunduru Circle,PS,L&O,FALSE
HOME,Kuppam UPS,2014021,Kuppam UPS,Vemuru Circle,PS,L&O,FALSE
HOME,Palamaner UPS,2014036,Palamaner UPS,Kuppam Urban Circle,PS,L&O,FALSE
HOME,Punganur UPS,2014042,Punganur UPS,Palamaner Urban Circle,PS,L&O,FALSE
HOME,V.Kota UPS,2014064,V.Kota UPS,Madanapalle SDPO,PS,L&O,FALSE
HOME,Gudipalli PS,2014069,Gudipalli PS,V.Kota Urban Circle,PS,L&O,FALSE
HOME,Rallabudugur PS,2014046,Rallabudugur PS,Kuppam Rural Circle,PS,L&O,FALSE
HOME,Ramakuppam PS,2014048,Ramakuppam PS,Kuppam Rural Circle,PS,L&O,FALSE
HOME,Baireddypalle PS,2014007,Baireddypalle PS,Kuppam Rural Circle,PS,L&O,FALSE
HOME,Gangavaram UPS,2014067,Gangavaram UPS,Palamaner Rural Cricle Circle,PS,L&O,FALSE
HOME,Panjani PS,2014039,Panjani PS,Gangavaram Urban Circle,PS,L&O,FALSE
HOME,Chowdepalli PS,2014066,Chowdepalli PS,Palamaner Rural Cricle Circle,PS,L&O,FALSE
HOME,Sodam PS,2014051,Sodam PS,Chowdepalli Circle,PS,L&O,FALSE
HOME,Somala PS,2014052,Somala PS,Chowdepalli Circle,PS,L&O,FALSE
HOME,CCS Chittoor UPS,2014094,CCS Chittoor UPS,Chowdepalli Circle,PS,L&O,FALSE
HOME,Chittoor Traffic UPS,2014084,Chittoor Traffic UPS,CCS Chittoor Urban Circle,PS,L&O,FALSE
HOME,"Mahila UPS, Chittoor PS",2014093,"Mahila UPS, Chittoor PS",Chittoor Traffic Urban Circle,PS,L&O,FALSE
HOME,Chittoor I Town UPS,2014012,Chittoor I Town UPS,Chittoor Mahila Urban Circle,PS,L&O,FALSE
HOME,Chittoor II Town UPS,2014013,Chittoor II Town UPS,Chittoor I Town Urban Circle,PS,L&O,FALSE
HOME,Chittoor Taluk PS,2014011,Chittoor Taluk PS,Chittoor II Town Urban Circle,PS,L&O,FALSE
HOME,G.D.Nellore UPS,2014087,G.D.Nellore UPS,Chittoor Rural East Circle,PS,L&O,FALSE
HOME,Narsingarayanipet(N.R.Pet) PS,2014031,Narsingarayanipet(N.R.Pet) PS,G.D.Nellore Urban Circle,PS,L&O,FALSE
HOME,Penumur PS,2014072,Penumur PS,Chittoor Rural East Circle,PS,L&O,FALSE
HOME,Gudipala PS,2014068,Gudipala PS,Chittoor Rural East Circle,PS,L&O,FALSE
HOME,Kanipakam PS,2014097,Kanipakam PS,Chittoor Rural West Circle,PS,L&O,FALSE
HOME,Thavanampalle PS,2014078,Thavanampalle PS,Chittoor Rural West Circle,PS,L&O,FALSE
HOME,Yadamari PS,2014082,Yadamari PS,Chittoor Rural West Circle,PS,L&O,FALSE
HOME,Irala PS,2014070,Irala PS,Chittoor Rural West Circle,PS,L&O,FALSE
HOME,Kallur PS,2014050,Kallur PS,Kallur Circle,PS,L&O,FALSE
HOME,Puthalapattu UPS,2014043,Puthalapattu UPS,Kallur Circle,PS,L&O,FALSE
HOME,Rompicherla PS,2014076,Rompicherla PS,Puthalapattu Urban Circle,PS,L&O,FALSE
HOME,Nagari UPS,2014030,Nagari UPS,Kallur Circle,PS,L&O,FALSE
HOME,K. Nagar PS,2014020,K. Nagar PS,Nagari Urban Circle,PS,L&O,FALSE
HOME,Palasamudram PS,2014045,Palasamudram PS,K.Nagar Circle,PS,L&O,FALSE
HOME,S.R.Puram PS,2014077,S.R.Puram PS,K.Nagar Circle,PS,L&O,FALSE
HOME,Vedurukuppam PS,2014080,Vedurukuppam PS,K.Nagar Circle,PS,L&O,FALSE
HOME,Nindra PS,2014033,Nindra PS,K.Nagar Circle,PS,L&O,FALSE
