ministry,unitCode,legacyReference,name,parentUnitCode,unitType,department,isVirtual
HOME,Vijayapuram PS,2014081,Vijayapuram PS,Nagari Rural Circle,PS,L&O,FALSE
HOME,Bangarupalem UPS,2014026,Bangarupalem UPS,Nagari Rural Circle,PS,L&O,FALSE
HOME,Allavaram PS,2017009,Allavaram PS,Bangarupalem Urban Circle,PS,L&O,FALSE
HOME,Amalapuram Rural PS,2017003,Amalapuram Rural PS,Amalapuram Rural Circle,PS,L&O,FALSE
HOME,Uppalaguptam PS,2017072,Uppalaguptam PS,Amalapuram Rural Circle,PS,L&O,FALSE
HOME,I. Polavaram PS,2017080,I. Polavaram PS,Amalapuram Rural Circle,PS,L&O,FALSE
HOME,Katrenikona PS,2017036,Katrenikona PS,Mummidivaram Circle,PS,L&O,FALSE
HOME,Mummidivaram PS,2017042,Mummidivaram PS,Mummidivaram Circle,PS,L&O,FALSE
HOME,Ambajipeta PS,2017005,Ambajipeta PS,Mummidivaram Circle,PS,L&O,FALSE
HOME,Inavilli PS,2017011,Inavilli PS,P.Gannavaram Circle,PS,L&O,FALSE
HOME,P.Gannavaram PS,2017050,P.Gannavaram PS,P.Gannavaram Circle,PS,L&O,FALSE
HOME,Alamuru PS,2017002,Alamuru PS,P.Gannavaram Circle,PS,L&O,FALSE
HOME,Athreyapuram PS,2017010,Athreyapuram PS,Ravulapalem Circle,PS,L&O,FALSE
HOME,Kothapeta PS,2017037,Kothapeta PS,Ravulapalem Circle,PS,L&O,FALSE
HOME,Ravulapalem PS,2017059,Ravulapalem PS,Ravulapalem Circle,PS,L&O,FALSE
HOME,Malkipuram PS,2017040,Malkipuram PS,Ravulapalem Circle,PS,L&O,FALSE
HOME,Razole PS,2017060,Razole PS,Razole Circle,PS,L&O,FALSE
HOME,Sakhinetipalli PS,2017066,Sakhinetipalli PS,Razole Circle,PS,L&O,FALSE
HOME,Angara PS,2017007,Angara PS,Razole Circle,PS,L&O,FALSE
HOME,Mandapeta Rural PS,2017097,Mandapeta Rural PS,Mandapeta Rural Circle,PS,L&O,FALSE
HOME,Rayavaram PS,2017063,Rayavaram PS,Mandapeta Rural Circle,PS,L&O,FALSE
HOME,Draksharama PS,2017021,Draksharama PS,Mandapeta Rural Circle,PS,L&O,FALSE
HOME,Pamarru PS,2017051,Pamarru PS,Ramachandrapuram Circle,PS,L&O,FALSE
HOME,Ramachandrapuram PS,2017057,Ramachandrapuram PS,Ramachandrapuram Circle,PS,L&O,FALSE
HOME,Anaparthi PS,2017006,Anaparthi PS,Ramachandrapuram Circle,PS,L&O,FALSE
HOME,Biccavole PS,2017012,Biccavole PS,Anaparthi Circle,PS,L&O,FALSE
HOME,Rangampeta PS,2017062,Rangampeta PS,Anaparthi Circle,PS,L&O,FALSE
HOME,Gopalapuram PS,2018021,Gopalapuram PS,Anaparthi Circle,PS,L&O,FALSE
HOME,Chagallu PS,2018050,Chagallu PS,Devarapalli Circle,PS,L&O,FALSE
HOME,Kovvur Rural PS,2018062,Kovvur Rural PS,Kovvur Rural Circle,PS,L&O,FALSE
HOME,Tallapudi PS,2018046,Tallapudi PS,Kovvur Rural Circle,PS,L&O,FALSE
HOME,Nidadavole Town PS,2018032,Nidadavole Town PS,Kovvur Rural Circle,PS,L&O,FALSE
HOME,Peravalli PS,2018057,Peravalli PS,Nidadavole Circle,PS,L&O,FALSE
HOME,Samisrigudem PS,2018063,Samisrigudem PS,Nidadavole Circle,PS,L&O,FALSE
HOME,Undrajavaram PS,2018060,Undrajavaram PS,Nidadavole Circle,PS,L&O,FALSE
HOME,Airport PS,2042098,Airport PS,Nidadavole Circle,PS,L&O,FALSE
HOME,Gokavaram PS,2042026,Gokavaram PS,Korukonda Circle,PS,L&O,FALSE
HOME,Korukonda PS,2042083,Korukonda PS,Korukonda Circle,PS,L&O,FALSE
HOME,Seethanagaram PS,2042067,Seethanagaram PS,Korukonda Circle,PS,L&O,FALSE
HOME,Bhimadole PS,2018006,Bhimadole PS,Korukonda Circle,PS,L&O,FALSE
HOME,Dwaraka Tirumala PS,2018052,Dwaraka Tirumala PS,Bhimadole Circle,PS,L&O,FALSE
HOME,Eluru Rural PS,2018015,Eluru Rural PS,Bhimadole Circle,PS,L&O,FALSE
HOME,Chebrole PS,2018010,Chebrole PS,Eluru I Town UPS Circle,PS,L&O,FALSE
HOME,Ganapavaram PS,2018020,Ganapavaram PS,Nidamarru Circle,PS,L&O,FALSE
HOME,Nidamarru PS,2018054,Nidamarru PS,Nidamarru Circle,PS,L&O,FALSE
HOME,Kaikaluru Rural PS,2026019,Kaikaluru Rural PS,Nidamarru Circle,PS,L&O,FALSE
HOME,Kalidindi PS,2026021,Kalidindi PS,Kaikaluru Rural Circle,PS,L&O,FALSE
HOME,Mandavalli PS,2026065,Mandavalli PS,Kaikaluru Rural Circle,PS,L&O,FALSE
HOME,Mudinepalli PS,2026030,Mudinepalli PS,Kaikaluru Rural Circle,PS,L&O,FALSE
HOME,Chintalapudi PS,2018011,Chintalapudi PS,Kaikaluru Rural Circle,PS,L&O,FALSE
HOME,Dharmajigudem PS,2018013,Dharmajigudem PS,Chintalapudi Circle,PS,L&O,FALSE
HOME,Jangareddygudem PS,2018022,Jangareddygudem PS,Chintalapudi Circle,PS,L&O,FALSE
HOME,Jangareddygudem Traffic PS,2018073,Jangareddygudem Traffic PS,Jangareddygudem Circle,PS,L&O,FALSE
HOME,Lakkavaram PS,2018027,Lakkavaram PS,Jangareddygudem Circle,PS,L&O,FALSE
HOME,Tadikalapudi PS,2018042,Tadikalapudi PS,Jangareddygudem Circle,PS,L&O,FALSE
HOME,Agiripalli PS,2026003,Agiripalli PS,Jangareddygudem Circle,PS,L&O,FALSE
HOME,Chatrai PS,2026009,Chatrai PS,Nuzvid Rural Circle,PS,L&O,FALSE
HOME,Musunuru PS,2026028,Musunuru PS,Nuzvid Rural Circle,PS,L&O,FALSE
HOME,Nuzvid Rural PS,2026035,Nuzvid Rural PS,Nuzvid Rural Circle,PS,L&O,FALSE
HOME,Denduluru PS,2018014,Denduluru PS,Nuzvid Rural Circle,PS,L&O,FALSE
HOME,Pedavegi PS,2018055,Pedavegi PS,Pedavegi Circle,PS,L&O,FALSE
HOME,Pedapadu PS,2018036,Pedapadu PS,Pedavegi Circle,PS,L&O,FALSE
HOME,Buttaigudem PS,2018049,Buttaigudem PS,Pedavegi Circle,PS,L&O,FALSE
HOME,Jeelugumilli PS,2018023,Jeelugumilli PS,Jeelugumilli Circle,PS,L&O,FALSE
HOME,T.Narasapuram PS,2018045,T.Narasapuram PS,Jeelugumilli Circle,PS,L&O,FALSE
HOME,Kukunoor PS,2018069,Kukunoor PS,Jeelugumilli Circle,PS,L&O,FALSE
HOME,Velerupadu PS,2018068,Velerupadu PS,Kukunoor Circle,PS,L&O,FALSE
HOME,Koyyalagudem PS,2018025,Koyyalagudem PS,Kukunoor Circle,PS,L&O,FALSE
HOME,Polavaram PS,2018038,Polavaram PS,Polavaram Circle,PS,L&O,FALSE
HOME,Duggirala PS,2019018,Duggirala PS,Polavaram Circle,PS,L&O,FALSE
HOME,Mangalagiri Rural PS,2043086,Mangalagiri Rural PS,Mangalagiri Rural Circle,PS,L&O,FALSE
HOME,Kakumanu PS,2019031,Kakumanu PS,Mangalagiri Rural Circle,PS,L&O,FALSE
HOME,Pedanandipadu PS,2019050,Pedanandipadu PS,Prathipadu(GNT) Circle,PS,L&O,FALSE
HOME,Prathipadu PS,2043054,Prathipadu PS,Prathipadu(GNT) Circle,PS,L&O,FALSE
HOME,Chebrolu PS,2043011,Chebrolu PS,Prathipadu(GNT) Circle,PS,L&O,FALSE
HOME,Ponnur Rural PS,2019047,Ponnur Rural PS,Ponnur Rural Circle,PS,L&O,FALSE
HOME,Kollipara PS,2019028,Kollipara PS,Ponnur Rural Circle,PS,L&O,FALSE
HOME,Tenali Rural PS,2019066,Tenali Rural PS,Tenali Rural Circle,PS,L&O,FALSE
HOME,Coringa PS,2017016,Coringa PS,Tenali Rural Circle,PS,L&O,FALSE
HOME,Gollapalem PS,2017025,Gollapalem PS,Kakinada Rural Circle,PS,L&O,FALSE
HOME,Indrapalem PS,2017091,Indrapalem PS,Kakinada Rural Circle,PS,L&O,FALSE
HOME,Karapa PS,2017039,Karapa PS,Kakinada Rural Circle,PS,L&O,FALSE
HOME,Pedapudi PS,2017086,Pedapudi PS,Kakinada Rural Circle,PS,L&O,FALSE
HOME,Thimmapuram PS,2017089,Thimmapuram PS,Kakinada Rural Circle,PS,L&O,FALSE
HOME,Gollaprole PS,2017029,Gollaprole PS,Kakinada Rural Circle,PS,L&O,FALSE
HOME,Pithapuram Rural PS,2017048,Pithapuram Rural PS,Pithapuram Circle,PS,L&O,FALSE
HOME,Pithapuram Town PS,2017047,Pithapuram Town PS,Pithapuram Circle,PS,L&O,FALSE
HOME,U. Kothapalli PS,2017085,U. Kothapalli PS,Pithapuram Circle,PS,L&O,FALSE
HOME,Gandepalli PS,2017027,Gandepalli PS,Pithapuram Circle,PS,L&O,FALSE
HOME,Jaggampeta PS,2017030,Jaggampeta PS,Jaggampeta Circle,PS,L&O,FALSE
HOME,Kirlampudi PS,2017082,Kirlampudi PS,Jaggampeta Circle,PS,L&O,FALSE
HOME,Peddapuram PS,2017046,Peddapuram PS,Jaggampeta Circle,PS,L&O,FALSE
HOME,Yeleswaram PS,2017087,Yeleswaram PS,Peddapuram Circle,PS,L&O,FALSE
HOME,Kotananduru PS,2017084,Kotananduru PS,Prathipadu Circle,PS,L&O,FALSE
HOME,Thondangi PS,2017071,Thondangi PS,Tuni Rural Circle,PS,L&O,FALSE
HOME,Tuni Rural PS,2017069,Tuni Rural PS,Tuni Rural Circle,PS,L&O,FALSE
HOME,Rowthulapudi PS,2017095,Rowthulapudi PS,Tuni Rural Circle,PS,L&O,FALSE
HOME,Avanigadda PS,2026001,Avanigadda PS,Prathipadu Circle,PS,L&O,FALSE
HOME,Koduru PS,2026025,Koduru PS,Avanigadda Circle,PS,L&O,FALSE
HOME,Nagayalanka PS,2026032,Nagayalanka PS,Avanigadda Circle,PS,L&O,FALSE
HOME,Challapalli PS,2026007,Challapalli PS,Avanigadda Circle,PS,L&O,FALSE
HOME,Ghantasala PS,2026063,Ghantasala PS,Challapalli Circle,PS,L&O,FALSE
HOME,Bantumilli PS,2026005,Bantumilli PS,Challapalli Circle,PS,L&O,FALSE
HOME,Guduru PS,2026064,Guduru PS,Bandar Rural Circle,PS,L&O,FALSE
HOME,Kruthivennu PS,2026027,Kruthivennu PS,Bandar Rural Circle,PS,L&O,FALSE
HOME,Pedana PS,2026037,Pedana PS,Bandar Rural Circle,PS,L&O,FALSE
HOME,Bandar Taluk PS,2026004,Bandar Taluk PS,Bandar Rural Circle,PS,L&O,FALSE
HOME,Machilipatnam Town PS,2026073,Machilipatnam Town PS,Robertsonpet UPS Circle,PS,L&O,FALSE
HOME,Unguturu PS,2039047,Unguturu PS,Robertsonpet UPS Circle,PS,L&O,FALSE
HOME,Atkuru PS,2039091,Atkuru PS,Gannavaram UPS Circle,PS,L&O,FALSE
HOME,Hanuman Junction PS,2026016,Hanuman Junction PS,Hanuman Junction Circle,PS,L&O,FALSE
HOME,Veeravalli PS,2026048,Veeravalli PS,Hanuman Junction Circle,PS,L&O,FALSE
HOME,Kankipadu PS,2039023,Kankipadu PS,Hanuman Junction Circle,PS,L&O,FALSE
HOME,Vuyyuru Rural PS,2039068,Vuyyuru Rural PS,Kankipadu Circle,PS,L&O,FALSE
HOME,Gudivada Traffic PS,2026062,Gudivada Traffic PS,Kankipadu Circle,PS,L&O,FALSE
HOME,Gudivada Rural PS,2026011,Gudivada Rural PS,Gudivada I Town UPS Circle,PS,L&O,FALSE
HOME,Gudlavalleru PS,2026013,Gudlavalleru PS,Gudivada Rural Circle,PS,L&O,FALSE
HOME,Nandivada PS,2026066,Nandivada PS,Gudivada Rural Circle,PS,L&O,FALSE
HOME,Kuchipudi PS,2026024,Kuchipudi PS,Gudivada Rural Circle,PS,L&O,FALSE
HOME,Pedaparupudi PS,2026039,Pedaparupudi PS,Pamarru Circle,PS,L&O,FALSE
HOME,Pamidimukkala PS,2039039,Pamidimukkala PS,Pamarru Circle,PS,L&O,FALSE
HOME,Thotlavalluru PS,2039043,Thotlavalluru PS,Pamidimukkala Circle,PS,L&O,FALSE
HOME,Adoni Rural PS,2027001,Adoni Rural PS,Pamidimukkala Circle,PS,L&O,FALSE
HOME,Isvi PS,2027027,Isvi PS,Adoni Rural Circle,PS,L&O,FALSE
HOME,Peddathumbalam PS,2027063,Peddathumbalam PS,Adoni Rural Circle,PS,L&O,FALSE
HOME,C.Belgal PS,2027012,C.Belgal PS,Adoni Rural Circle,PS,L&O,FALSE
HOME,Gudur PS,2027024,Gudur PS,Kodumur Circle,PS,L&O,FALSE
HOME,Kodumur PS,2027031,Kodumur PS,Kodumur Circle,PS,L&O,FALSE
HOME,K.Nagalapuram PS,2027050,K.Nagalapuram PS,Kodumur Circle,PS,L&O,FALSE
HOME,Oravakal PS,2027082,Oravakal PS,Kurnool Rural Circle,PS,L&O,FALSE
HOME,Ulindakonda PS,2027076,Ulindakonda PS,Kurnool Rural Circle,PS,L&O,FALSE
HOME,Alur PS,2027005,Alur PS,Kurnool Rural Circle,PS,L&O,FALSE
HOME,Chippagiri PS,2027015,Chippagiri PS,Alur Circle,PS,L&O,FALSE
HOME,Halaharvi PS,2027074,Halaharvi PS,Alur Circle,PS,L&O,FALSE
HOME,Holagunda PS,2027026,Holagunda PS,Alur Circle,PS,L&O,FALSE
HOME,Jonnagiri PS,2027025,Jonnagiri PS,Alur Circle,PS,L&O,FALSE
HOME,Maddikera PS,2027045,Maddikera PS,Pathikonda Rural Circle,PS,L&O,FALSE
HOME,Tuggali PS,2027073,Tuggali PS,Pathikonda Rural Circle,PS,L&O,FALSE
HOME,Krishnagiri PS,2027037,Krishnagiri PS,Pathikonda Rural Circle,PS,L&O,FALSE
HOME,Veldurthi PS,2027080,Veldurthi PS,Veldurthy Circle,PS,L&O,FALSE
HOME,Kosigi PS,2027035,Kosigi PS,Veldurthy Circle,PS,L&O,FALSE
HOME,Peddakadubur PS,2027065,Peddakadubur PS,Kosigi Circle,PS,L&O,FALSE
HOME,Madhavaram PS,2027046,Madhavaram PS,Kosigi Circle,PS,L&O,FALSE
HOME,Manthralayam PS,2027090,Manthralayam PS,Mantralayam Circle,PS,L&O,FALSE
HOME,Nandavaram PS,2027056,Nandavaram PS,Mantralayam Circle,PS,L&O,FALSE
HOME,Yemmiganur Rural PS,2027087,Yemmiganur Rural PS,Yemmiganur Rural Circle,PS,L&O,FALSE
HOME,Yemmiganur Traffic PS,2027095,Yemmiganur Traffic PS,Yemmiganur Rural Circle,PS,L&O,FALSE
HOME,Allagadda Rural PS,2027008,Allagadda Rural PS,Yemmiganur Town UPS Circle,PS,L&O,FALSE
HOME,Chagalamarri PS,2027014,Chagalamarri PS,Allagadda Rural Circle,PS,L&O,FALSE
HOME,Dornipadu PS,2027020,Dornipadu PS,Allagadda Rural Circle,PS,L&O,FALSE
HOME,Uyyalawada PS,2027075,Uyyalawada PS,Allagadda Rural Circle,PS,L&O,FALSE
HOME,Koilakuntla PS,2027032,Koilakuntla PS,Allagadda Rural Circle,PS,L&O,FALSE
HOME,Kolimigundla PS,2027033,Kolimigundla PS,Koilakuntla Circle,PS,L&O,FALSE
HOME,Revanur PS,2027067,Revanur PS,Koilakuntla Circle,PS,L&O,FALSE
HOME,Sanjamala PS,2027069,Sanjamala PS,Koilakuntla Circle,PS,L&O,FALSE
HOME,Rudravaram PS,2027068,Rudravaram PS,Koilakuntla Circle,PS,L&O,FALSE
HOME,Sirivella PS,2027070,Sirivella PS,Sirivella Circle,PS,L&O,FALSE
HOME,Kothapalli PS,2027044,Kothapalli PS,Sirivella Circle,PS,L&O,FALSE
HOME,Pamulapadu PS,2027064,Pamulapadu PS,Atmakur Circle(NDL),PS,L&O,FALSE
HOME,Velugodu PS,2027081,Velugodu PS,Atmakur Circle(NDL),PS,L&O,FALSE
HOME,Brahamanakotkur PS,2027016,Brahamanakotkur PS,Atmakur Circle(NDL),PS,L&O,FALSE
HOME,Jupadu Bangalow PS,2027030,Jupadu Bangalow PS,Nandikotkur Rural Circle,PS,L&O,FALSE
HOME,Midthur PS,2027048,Midthur PS,Nandikotkur Rural Circle,PS,L&O,FALSE
HOME,Muchumarri PS,2027059,Muchumarri PS,Nandikotkur Rural Circle,PS,L&O,FALSE
HOME,Srisailam I Town PS,2027071,Srisailam I Town PS,Nandikotkur Rural Circle,PS,L&O,FALSE
HOME,Srisailam II Town PS,2027072,Srisailam II Town PS,Srisailam Circle,PS,L&O,FALSE
HOME,Banaganapalli PS,2027010,Banaganapalli PS,Srisailam Circle,PS,L&O,FALSE
HOME,Nandivargam PS,2027052,Nandivargam PS,Banaganapalli Circle,PS,L&O,FALSE
HOME,Owk PS,2027058,Owk PS,Banaganapalli Circle,PS,L&O,FALSE
HOME,Jaladurgam PS,2027028,Jaladurgam PS,Banaganapalli Circle,PS,L&O,FALSE
HOME,N.Racherla PS,2027057,N.Racherla PS,Peapully Circle,PS,L&O,FALSE
HOME,Peapully PS,2027062,Peapully PS,Peapully Circle,PS,L&O,FALSE
HOME,B.Atmakur PS,2027009,B.Atmakur PS,Peapully Circle,PS,L&O,FALSE
HOME,Gospadu PS,2027088,Gospadu PS,Nandyal Rural Circle,PS,L&O,FALSE
HOME,Mahanandi PS,2027089,Mahanandi PS,Nandyal Rural Circle,PS,L&O,FALSE
HOME,Gadivemula PS,2027022,Gadivemula PS,Nandyal Rural Circle,PS,L&O,FALSE
HOME,Panyam PS,2027060,Panyam PS,Panyam Circle,PS,L&O,FALSE
HOME,Machavaram PS,2019036,Machavaram PS,Panyam Circle,PS,L&O,FALSE
HOME,Durgi PS,2019019,Durgi PS,Dachepalli UPS Circle,PS,L&O,FALSE
HOME,Karempudi PS,2019027,Karempudi PS,Karempudi Circle,PS,L&O,FALSE
HOME,Rentachinthala PS,2019060,Rentachinthala PS,Karempudi Circle,PS,L&O,FALSE
HOME,Macherla Rural PS,2019033,Macherla Rural PS,Karempudi Circle,PS,L&O,FALSE
HOME,Nagarjunasagar PS,2019039,Nagarjunasagar PS,Macherla Rural Circle,PS,L&O,FALSE
HOME,Veldurthy PS,2019074,Veldurthy PS,Macherla Rural Circle,PS,L&O,FALSE
HOME,Chilakaluripet Rural PS,2019014,Chilakaluripet Rural PS,Macherla Rural Circle,PS,L&O,FALSE
HOME,Edlapadu PS,2019078,Edlapadu PS,Chilakaluripet Rural Circle,PS,L&O,FALSE
HOME,Nadendla PS,2019043,Nadendla PS,Chilakaluripet Rural Circle,PS,L&O,FALSE
HOME,Narasaraopet Trafic PS,2019095,Narasaraopet Trafic PS,Chilakaluripet Rural Circle,PS,L&O,FALSE
HOME,Narasaraopet Rural PS,2019041,Narasaraopet Rural PS,Narsaraopet I Town UPS Circle,PS,L&O,FALSE
HOME,Bandlamotu PS,2019077,Bandlamotu PS,Narsaraopet Rural  Circle,PS,L&O,FALSE
HOME,Inavole PS,2019024,Inavole PS,Vinukonda Rural Circle,PS,L&O,FALSE
HOME,Ipur PS,2019025,Ipur PS,Vinukonda Rural Circle,PS,L&O,FALSE
HOME,Savalyapuram PS,2019062,Savalyapuram PS,Vinukonda Rural Circle,PS,L&O,FALSE
HOME,Atchampet PS,2019004,Atchampet PS,Vinukonda Rural Circle,PS,L&O,FALSE
HOME,Bellamkonda PS,2019076,Bellamkonda PS,Pedakurapadu Circle,PS,L&O,FALSE
HOME,Krosuru PS,2019080,Krosuru PS,Pedakurapadu Circle,PS,L&O,FALSE
HOME,Pedakurapadu PS,2019049,Pedakurapadu PS,Pedakurapadu Circle,PS,L&O,FALSE
HOME,Muppalla PS,2019081,Muppalla PS,Pedakurapadu Circle,PS,L&O,FALSE
HOME,Nekarekal PS,2019040,Nekarekal PS,Sattenapalli Rural Circle,PS,L&O,FALSE
HOME,Rajupalem PS,2019056,Rajupalem PS,Sattenapalli Rural Circle,PS,L&O,FALSE
HOME,Sattenapalli Rural PS,2019063,Sattenapalli Rural PS,Sattenapalli Rural Circle,PS,L&O,FALSE
HOME,Chinamerangi PS,2037012,Chinamerangi PS,Sattenapalli Rural Circle,PS,L&O,FALSE
HOME,Garugubilli PS,2037023,Garugubilli PS,Chinamerangi Circle,PS,L&O,FALSE
HOME,Jiyyammavalasa PS,2037024,Jiyyammavalasa PS,Chinamerangi Circle,PS,L&O,FALSE
HOME,Elwinpeta PS,2037013,Elwinpeta PS,Chinamerangi Circle,PS,L&O,FALSE
HOME,Kurupam PS,2037027,Kurupam PS,Elwinpeta Circle,PS,L&O,FALSE
HOME,Neelakantapuram PS,2037032,Neelakantapuram PS,Elwinpeta Circle,PS,L&O,FALSE
HOME,Bathili PS,2034005,Bathili PS,Elwinpeta Circle,PS,L&O,FALSE
HOME,Donubhai PS,2034011,Donubhai PS,Palakonda Circle,PS,L&O,FALSE
HOME,Palakonda PS,2034036,Palakonda PS,Palakonda Circle,PS,L&O,FALSE
HOME,Seethampeta PS,2034046,Seethampeta PS,Palakonda Circle,PS,L&O,FALSE
HOME,Veeraghattam PS,2034056,Veeraghattam PS,Palakonda Circle,PS,L&O,FALSE
HOME,Balijipeta PS,2037066,Balijipeta PS,Palakonda Circle,PS,L&O,FALSE
HOME,Komarada PS,2037068,Komarada PS,Parvathipuram Rural Circle,PS,L&O,FALSE
HOME,Parvathipuram Rural PS,2037037,Parvathipuram Rural PS,Parvathipuram Rural Circle,PS,L&O,FALSE
HOME,Parvathipuram Traffic PS,2061001,Parvathipuram Traffic PS,Parvathipuram Rural Circle,PS,L&O,FALSE
HOME,Makkuva PS,2037028,Makkuva PS,Parvathipuram Town UPS Circle,PS,L&O,FALSE
HOME,Pachipenta PS,2037069,Pachipenta PS,Salur Rural Circle,PS,L&O,FALSE
HOME,Salur Rural PS,2037046,Salur Rural PS,Salur Rural Circle,PS,L&O,FALSE
HOME,Kurichedu PS,2033036,Kurichedu PS,Salur Rural Circle,PS,L&O,FALSE
HOME,Tripuranthakam PS,2033085,Tripuranthakam PS,Darsi Circle,PS,L&O,FALSE
HOME,Hanumanthunipadu PS,2033024,Hanumanthunipadu PS,Tripuranthakam Circle,PS,L&O,FALSE
HOME,Kanigiri PS,2033033,Kanigiri PS,Kanigiri Circle,PS,L&O,FALSE
HOME,Peddacherlo Palli PS,2033067,Peddacherlo Palli PS,Kanigiri Circle,PS,L&O,FALSE
HOME,Kondepi PS,2033035,Kondepi PS,Kanigiri Circle,PS,L&O,FALSE
HOME,Marripudi PS,2033044,Marripudi PS,Kondepi Circle,PS,L&O,FALSE
HOME,Ponnalur PS,2033064,Ponnalur PS,Kondepi Circle,PS,L&O,FALSE
HOME,C.S.Puram PS,2033007,C.S.Puram PS,Kondepi Circle,PS,L&O,FALSE
HOME,Pamur PS,2033061,Pamur PS,Pamur Circle,PS,L&O,FALSE
HOME,Veligandla PS,2033088,Veligandla PS,Pamur Circle,PS,L&O,FALSE
HOME,Ardhaveedu PS,2033002,Ardhaveedu PS,Pamur Circle,PS,L&O,FALSE
HOME,Besthavaripeta PS,2033005,Besthavaripeta PS,Cumbum Circle,PS,L&O,FALSE
HOME,Cumbum PS,2033011,Cumbum PS,Cumbum Circle,PS,L&O,FALSE
HOME,Komarolu PS,2033034,Komarolu PS,Cumbum Circle,PS,L&O,FALSE
HOME,Racherla PS,2033070,Racherla PS,Giddalur Circle,PS,L&O,FALSE
HOME,Markapur Rural PS,2033047,Markapur Rural PS,Giddalur Circle,PS,L&O,FALSE
HOME,Markapur Town PS,2033041,Markapur Town PS,Markapur Circle,PS,L&O,FALSE
HOME,Dornala PS,2033018,Dornala PS,Markapur Circle,PS,L&O,FALSE
HOME,Peddaraveedu PS,2033066,Peddaraveedu PS,Yerragondapalem Circle,PS,L&O,FALSE
HOME,Pullala Cheruvu PS,2033065,Pullala Cheruvu PS,Tripuranthakam Circle,PS,L&O,FALSE
HOME,Yerragonda Palem PS,2033095,Yerragonda Palem PS,Yerragondapalem Circle,PS,L&O,FALSE
HOME,Kothapatnam PS,2033039,Kothapatnam PS,Yerragondapalem Circle,PS,L&O,FALSE
HOME,Maddipadu PS,2033043,Maddipadu PS,Ongole II Town UPS Circle,PS,L&O,FALSE
HOME,N.G. Padu PS,2033048,N.G. Padu PS,Ongole Rural Circle,PS,L&O,FALSE
HOME,Santhanuthalapadu PS,2033078,Santhanuthalapadu PS,Ongole Rural Circle,PS,L&O,FALSE
HOME,Jarugumalli PS,2033097,Jarugumalli PS,Ongole Rural Circle,PS,L&O,FALSE
HOME,Singarayakonda PS,2033077,Singarayakonda PS,Singarayakonda Circle,PS,L&O,FALSE
HOME,Tangutur PS,2033083,Tangutur PS,Singarayakonda Circle,PS,L&O,FALSE
HOME,Darsi PS,2033016,Darsi PS,Singarayakonda Circle,PS,L&O,FALSE
HOME,Mundlamur PS,2033045,Mundlamur PS,Darsi Circle,PS,L&O,FALSE
HOME,Thallur PS,2033084,Thallur PS,Darsi Circle,PS,L&O,FALSE
HOME,Konakanamitla PS,2033037,Konakanamitla PS,Darsi Circle,PS,L&O,FALSE
HOME,Podili PS,2033063,Podili PS,Podili Circle,PS,L&O,FALSE
HOME,Tarlupadu (Tadivaripalli) PS,2033082,Tarlupadu (Tadivaripalli) PS,Podili Circle,PS,L&O,FALSE
HOME,Donakonda PS,2033017,Donakonda PS,Podili Circle,PS,L&O,FALSE
HOME,A.S.Pet PS,2031003,A.S.Pet PS,Darsi Circle,PS,L&O,FALSE
HOME,Ananthasagaram PS,2031077,Ananthasagaram PS,Sangam Circle,PS,L&O,FALSE
HOME,Marripadu (D.C.Palli) PS,2031014,Marripadu (D.C.Palli) PS,Atmakur Circle(NLR),PS,L&O,FALSE
HOME,Sangam PS,2031074,Sangam PS,Atmakur Circle(NLR),PS,L&O,FALSE
HOME,Somasila PS,2031063,Somasila PS,Sangam Circle,PS,L&O,FALSE
HOME,Kaluvoy PS,2031029,Kaluvoy PS,Atmakur Circle(NLR),PS,L&O,FALSE
HOME,Kandaleru PS,2031036,Kandaleru PS,Rapur Circle,PS,L&O,FALSE
HOME,Rapur PS,2031057,Rapur PS,Rapur Circle,PS,L&O,FALSE
HOME,Sydapuram PS,2031062,Sydapuram PS,Rapur Circle,PS,L&O,FALSE
HOME,Gudlur PS,2033023,Gudlur PS,Rapur Circle,PS,L&O,FALSE
HOME,Lingasamudram PS,2033040,Lingasamudram PS,Gudlur Circle,PS,L&O,FALSE
HOME,Voletivaripalem PS,2033010,Voletivaripalem PS,Gudlur Circle,PS,L&O,FALSE
HOME,Kandukur Town PS,2033032,Kandukur Town PS,Gudlur Circle,PS,L&O,FALSE
HOME,Kandukuru Rural PS,2033098,Kandukuru Rural PS,Kandukur Circle,PS,L&O,FALSE
HOME,Ulavapadu PS,2033086,Ulavapadu PS,Kandukur Circle,PS,L&O,FALSE
HOME,Jaladanki PS,2031027,Jaladanki PS,Kandukur Circle,PS,L&O,FALSE
HOME,Kaligiri PS,2031028,Kaligiri PS,Kaligiri Circle,PS,L&O,FALSE
HOME,Kondapuram PS,2031035,Kondapuram PS,Kaligiri Circle,PS,L&O,FALSE
HOME,Vinjamur PS,2031073,Vinjamur PS,Kaligiri Circle,PS,L&O,FALSE
HOME,Allur PS,2031001,Allur PS,Kaligiri Circle,PS,L&O,FALSE
HOME,Bitragunta PS,2031005,Bitragunta PS,Kavali Rural Circle,PS,L&O,FALSE
HOME,Dagadarthi PS,2031017,Dagadarthi PS,Kavali Rural Circle,PS,L&O,FALSE
HOME,Duttaluru PS,2031019,Duttaluru PS,Kavali Rural Circle,PS,L&O,FALSE
